"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217880_at","217880_at","CDC27","996","cell division cycle 27",-82.8886668557943,221.784212714681,-8.12556781359178,0.00387952519916743,0.887537653449017,-4.59504420865691
"204051_s_at","204051_s_at","SFRP4","6424","secreted frizzled related protein 4",97.0705463564454,157.564631088379,8.11295305253812,0.00389703642326607,0.887537653449017,-4.59504422251926
"213513_x_at","213513_x_at","ARPC2","10109","actin related protein 2/3 complex subunit 2",-383.659037385416,1412.29727167188,-7.95175750351906,0.00413027978255572,0.887537653449017,-4.59504440515421
"218312_s_at","218312_s_at","ZSCAN18","65982","zinc finger and SCAN domain containing 18",-68.1635487161458,215.147448257487,-7.87100727549055,0.00425407312861924,0.887537653449017,-4.59504450063144
"200686_s_at","200686_s_at","SRSF11","9295","serine and arginine rich splicing factor 11",127.26479096875,553.142964738932,7.86341130869182,0.0042659688349607,0.887537653449017,-4.59504450975506
"202011_at","202011_at","TJP1","7082","tight junction protein 1",-173.471435548177,576.565409341797,-7.80704833578544,0.00435562308938403,0.887537653449017,-4.59504457823532
"212271_at","212271_at","MAPK1","5594","mitogen-activated protein kinase 1",-123.884501111979,396.786092136068,-7.77333682104368,0.00441043787584697,0.887537653449017,-4.59504461986321
"205464_at","205464_at","SCNN1B","6338","sodium channel epithelial 1 subunit beta",63.3064263371073,46.4121530705414,7.70836554829418,0.00451867630107303,0.887537653449017,-4.59504470153875
"207122_x_at","207122_x_at","SULT1A2","6799","sulfotransferase family 1A member 2",75.5812555161132,174.963573416423,7.6651906302013,0.00459254864153623,0.887537653449017,-4.59504475689195
"211383_s_at","211383_s_at","WDR37","22884","WD repeat domain 37",-72.648890270508,350.814643813314,-7.63323677060983,0.00464825093322238,0.887537653449017,-4.59504479842568
"201805_at","201805_at","PRKAG1","5571","protein kinase AMP-activated non-catalytic subunit gamma 1",-86.5791474873047,309.139442369629,-7.61653880029815,0.00467771389980382,0.887537653449017,-4.59504482032436
"210170_at","210170_at","PDLIM3","27295","PDZ and LIM domain 3",193.730285641927,463.478841144531,7.57178590783127,0.00475790351059492,0.887537653449017,-4.59504487968461
"205973_at","205973_at","FEZ1","9638","fasciculation and elongation protein zeta 1",81.6237819689127,160.284636244059,7.52332426815881,0.00484679666220425,0.887537653449017,-4.59504494508227
"201681_s_at","201681_s_at","DLG5","9231","discs large MAGUK scaffold protein 5",-89.1255213673503,215.114922828695,-7.50792196502651,0.00487550744828132,0.887537653449017,-4.59504496611503
"212665_at","212665_at","TIPARP","25976","TCDD inducible poly(ADP-ribose) polymerase",89.6210582972006,272.09965777002,7.4942599645159,0.00490116224135112,0.887537653449017,-4.5950449848726
"212608_s_at","212608_s_at","NUDT3","11165","nudix hydrolase 3",-514.819305564453,1041.1164499196,-7.47769690363217,0.00493250404055834,0.887537653449017,-4.59504500774189
"204865_at","204865_at","CA3","761","carbonic anhydrase 3",324.122558520833,2987.62443030208,7.44842231770344,0.0049885490535027,0.887537653449017,-4.5950450485107
"200836_s_at","200836_s_at","MAP4","4134","microtubule associated protein 4",73.1807810729166,67.0589192840169,7.39504955419774,0.00509290938813485,0.887537653449017,-4.59504512400283
"218786_at","218786_at","NT5DC3","51559","5'-nucleotidase domain containing 3",58.8885522283529,167.626193940511,7.38679419830341,0.00510930750186281,0.887537653449017,-4.59504513581566
"206592_s_at","206592_s_at","AP3D1","8943","adaptor related protein complex 3 subunit delta 1",-150.206146097005,280.079422068685,-7.37828563884786,0.00512628150372641,0.887537653449017,-4.59504514802943
"208784_s_at","208784_s_at","KLHDC3","116138","kelch domain containing 3",-84.5902609309896,341.372828111979,-7.34282507255248,0.00519782907778095,0.887537653449017,-4.59504519935783
"213890_x_at","213890_x_at","RPS16","6217","ribosomal protein S16",1022.01774076042,7376.29451491146,7.33743829105548,0.0052088127660785,0.887537653449017,-4.59504520721567
"222047_s_at","222047_s_at","SRRT","51593","serrate, RNA effector molecule",130.86729926888,598.002792293945,7.2970063429711,0.00529223861719434,0.887537653449017,-4.59504526671186
"205232_s_at","205232_s_at","PAFAH2","5051","platelet activating factor acetylhydrolase 2",70.6903788712566,87.319971743571,7.29186358457272,0.00530297596059635,0.887537653449017,-4.59504527434548
"208119_s_at","208119_s_at","ZNF93","81931","zinc finger protein 93",59.5498775383504,47.2685590058899,7.27496585802555,0.00533845883259063,0.887537653449017,-4.59504529953341
"216300_x_at","216300_x_at","RARA","5914","retinoic acid receptor alpha",-65.0301387351481,54.2762921233114,-7.25691035188114,0.00537671956268103,0.887537653449017,-4.59504532662784
"200947_s_at","200947_s_at","GLUD1","2746","glutamate dehydrogenase 1",-83.3952845736084,75.1115414697062,-7.23822344468336,0.00541669981265041,0.887537653449017,-4.59504535486811
"211657_at","211657_at","CEACAM6","4680","CEA cell adhesion molecule 6",104.305550753825,187.474889685588,7.22088410308663,0.00545414816480863,0.887537653449017,-4.595045381254
"218605_at","218605_at","TFB2M","64216","transcription factor B2, mitochondrial",-107.958399544271,283.066668147786,-7.19268165775707,0.00551579008785876,0.887537653449017,-4.59504542454914
"204094_s_at","204094_s_at","TSC22D2","9819","TSC22 domain family member 2",-82.0390651407878,247.840961407471,-7.18046694082984,0.00554277268418589,0.887537653449017,-4.59504544344752
"215430_at","215430_at","GK2","2712","glycerol kinase 2",58.9715436228027,55.966943737264,7.17358540233568,0.00555805079666789,0.887537653449017,-4.59504545413392
"219866_at","219866_at","CLIC5","53405","chloride intracellular channel 5",-715.669922010418,2851.93489576562,-7.16154479662139,0.00558491662272403,0.887537653449017,-4.59504547290058
"218379_at","218379_at","RBM7","10179","RNA binding motif protein 7",86.4739429391276,148.097450188639,7.11687206893771,0.00568610168887693,0.887537653449017,-4.59504554330023
"200873_s_at","200873_s_at","CCT8","10694","chaperonin containing TCP1 subunit 8",-491.30301915625,1367.39711509635,-7.10968029005194,0.00570261644230971,0.887537653449017,-4.59504555474865
"203200_s_at","203200_s_at","MTRR","4552","5-methyltetrahydrofolate-homocysteine methyltransferase reductase",-193.314025946615,592.688873257162,-7.07200229903556,0.00579017853286296,0.887537653449017,-4.59504561525615
"202749_at","202749_at","WRB","7485",NA,-107.042765389323,344.81236771224,-7.07011326180533,0.00579461506164415,0.887537653449017,-4.59504561831335
"202748_at","202748_at","GBP2","2634","guanylate binding protein 2",63.0545298766276,224.882972742676,7.06489635817008,0.00580689058726999,0.887537653449017,-4.59504562676809
"218168_s_at","218168_s_at","ADCK3","56997",NA,-867.285319067709,3426.13208004948,-7.0243112127425,0.0059035684448708,0.887537653449017,-4.59504569313757
"204011_at","204011_at","SPRY2","10253","sprouty RTK signaling antagonist 2",-88.7787296694336,207.700982455322,-6.95126071967764,0.00608299149182457,0.887537653449017,-4.59504581531194
"206901_at","206901_at","C19orf57","79173",NA,-65.4243532162272,117.846381538045,-6.91005611954926,0.00618737145569611,0.887537653449017,-4.59504588580587
"210908_s_at","210908_s_at","PFDN5","5204","prefoldin subunit 5",191.928161622395,928.784881592448,6.90999828979748,0.00618751960148817,0.887537653449017,-4.59504588590563
"215513_at","215513_at","HYMAI","57061","hydatidiform mole associated and imprinted",69.7292129328206,73.350951757548,6.88099224815367,0.00626241851304317,0.887537653449017,-4.59504593623203
"212587_s_at","212587_s_at","PTPRC","5788","protein tyrosine phosphatase receptor type C",-59.0861409695638,44.7333564663086,-6.86474670004901,0.00630488943259571,0.887537653449017,-4.59504596467542
"219281_at","219281_at","MSRA","4482","methionine sulfoxide reductase A",-77.0625508753255,247.688532505046,-6.84870122428366,0.00634721027279969,0.887537653449017,-4.59504599295149
"202813_at","202813_at","TARBP1","6894","TAR (HIV-1) RNA binding protein 1",68.3964664513347,148.437885223551,6.75485438017037,0.00660237632394658,0.887537653449017,-4.5950461620564
"218065_s_at","218065_s_at","TMEM9B","56674","TMEM9 domain family member B",61.3567758525391,283.517341580241,6.7308857485981,0.00666970268615376,0.887537653449017,-4.59504620628998
"200629_at","200629_at","WARS","7453",NA,-127.670623640625,335.278732369141,-6.62249984584866,0.00698569032360614,0.887537653449017,-4.59504641183395
"218708_at","218708_at","NXT1","29107","nuclear transport factor 2 like export factor 1",61.2166454922689,102.856129295207,6.62073505459218,0.0069909966513587,0.887537653449017,-4.59504641525733
"210986_s_at","210986_s_at","TPM1","7168","tropomyosin 1",-185.595713417969,389.00106296875,-6.59599366667227,0.00706594964727355,0.887537653449017,-4.59504646351595
"205354_at","205354_at","GAMT","2593","guanidinoacetate N-methyltransferase",150.358907113281,709.358713810547,6.56693245178243,0.00715534497894505,0.887537653449017,-4.59504652083808
"220000_at","220000_at","SIGLEC5","8778","sialic acid binding Ig like lectin 5",-74.7060526900228,78.7857726865641,-6.563177508036,0.00716700385519753,0.887537653449017,-4.59504652829534
"204909_at","204909_at","DDX6","1656","DEAD-box helicase 6",63.9659494296468,71.1572002041219,6.55383791056006,0.00719611127662149,0.887537653449017,-4.5950465468944
"209200_at","209200_at","MEF2C","4208","myocyte enhancer factor 2C",-135.453531960937,1689.93261715755,-6.5232958097729,0.00729238965605206,0.887537653449017,-4.59504660822629
"207835_at","207835_at","FBLN1","2192","fibulin 1",80.7847767123617,95.8844798529663,6.52022783841231,0.00730215425957071,0.887537653449017,-4.59504661443061
"205177_at","205177_at","TNNI1","7135","troponin I1, slow skeletal type",629.087402328125,2572.93090819531,6.51072997971145,0.0073324928125414,0.887537653449017,-4.59504663368872
"220244_at","220244_at","LINC00312","29931","long intergenic non-protein coding RNA 312",-56.23318475,495.674026521484,-6.49060640823927,0.00739732213759539,0.887537653449017,-4.59504667474669
"202432_at","202432_at","PPP3CB","5532","protein phosphatase 3 catalytic subunit beta",-770.963460208333,2960.22408044271,-6.48711971323448,0.00740863123296484,0.887537653449017,-4.59504668189599
"204547_at","204547_at","RAB40B","10966","RAB40B, member RAS oncogene family",-59.2172649049479,248.501403761719,-6.47077030669478,0.00746196473843488,0.887537653449017,-4.59504671556016
"201390_s_at","201390_s_at","CSNK2B","1460","casein kinase 2 beta",-151.819987015625,583.694051088542,-6.4691492648877,0.00746728021367915,0.887537653449017,-4.59504671891063
"202551_s_at","202551_s_at","CRIM1 /// LOC101929500","51232 /// 101929500",NA,-64.3614475721029,195.459117929443,-6.45880710336174,0.00750131009834546,0.887537653449017,-4.59504674034057
"205580_s_at","205580_s_at","HRH1","3269","histamine receptor H1",66.1019053308512,58.033632032491,6.40793368150288,0.00767170462382706,0.887537653449017,-4.59504684713279
"211862_x_at","211862_x_at","CFLAR","8837","CASP8 and FADD like apoptosis regulator",81.6638844820963,221.73349762028,6.36951479867538,0.00780376887708847,0.887537653449017,-4.59504692932641
"208771_s_at","208771_s_at","LOC101928830 /// LTA4H","4048 /// 101928830",NA,-144.772348979818,489.819300363607,-6.36674694037087,0.00781339831799839,0.887537653449017,-4.59504693530023
"205610_at","205610_at","MYOM1","8736","myomesin 1",206.500813828125,2063.53487143229,6.34783113925675,0.00787962649461074,0.887537653449017,-4.5950469763159
"212973_at","212973_at","RPIA","22934","ribose 5-phosphate isomerase A",-55.4659320963543,381.904830989583,-6.30967463602081,0.00801548102506782,0.887537653449017,-4.59504706007209
"217544_at","217544_at","MIR3916","100500849","microRNA 3916",55.1785759967448,66.5274822732747,6.29950699732719,0.00805220085099773,0.887537653449017,-4.59504708262389
"216404_at","216404_at","ATXN8OS","6315","ATXN8 opposite strand lncRNA",74.1416957195638,68.4401563314616,6.24747336093938,0.00824361620059753,0.887537653449017,-4.59504719959896
"206429_at","206429_at","F2RL1","2150","F2R like trypsin receptor 1",101.290497932861,121.724753615275,6.23546987137574,0.00828861937928749,0.887537653449017,-4.59504722696038
"213524_s_at","213524_s_at","G0S2","50486","G0/G1 switch 2",-877.284871304688,1565.75115972526,-6.22964102939023,0.0083105891021872,0.887537653449017,-4.59504724029859
"205637_s_at","205637_s_at","SH3GL3","6457","SH3 domain containing GRB2 like 3, endophilin A3",73.9127471287028,57.1396119117228,6.21137371519326,0.00837993837367586,0.887537653449017,-4.59504728232
"217902_s_at","217902_s_at","HERC2","8924","HECT and RLD domain containing E3 ubiquitin protein ligase 2",-86.4291278691406,270.612859161133,-6.20081365894909,0.00842037492489349,0.887537653449017,-4.59504730676515
"213301_x_at","213301_x_at","TRIM24","8805","tripartite motif containing 24",52.2670083958333,157.857905036133,6.19989557699085,0.00842390253545849,0.887537653449017,-4.59504730889572
"202669_s_at","202669_s_at","EFNB2","1948","ephrin B2",-54.3320617491862,113.953709929443,-6.19155883383208,0.00845602435690906,0.887537653449017,-4.59504732828182
"212047_s_at","212047_s_at","RNF167","26001","ring finger protein 167",-115.091805068848,189.775592521729,-6.19080169967851,0.00845894958577059,0.887537653449017,-4.59504733004595
"1487_at","1487_at","ESRRA","2101","estrogen related receptor alpha",-177.493184402995,401.468770347331,-6.14045020668111,0.00865650405643084,0.887537653449017,-4.59504744869002
"221532_s_at","221532_s_at","WDR61","80349","WD repeat domain 61",-57.2022604420573,349.616867012044,-6.13558311534661,0.00867591977745633,0.887537653449017,-4.59504746029825
"216507_at","216507_at","TAPT1","202018","transmembrane anterior posterior transformation 1",50.8781237205811,50.160448451884,6.09115558892982,0.00885581917202986,0.887537653449017,-4.59504756742098
"209072_at","209072_at","MBP","4155","myelin basic protein",-90.3249258131509,345.608116113607,-6.08955369112398,0.0088623967330739,0.887537653449017,-4.59504757132292
"202643_s_at","202643_s_at","TNFAIP3","7128","TNF alpha induced protein 3",49.3166428536784,120.5896441604,6.05574997031945,0.00900270564548974,0.887537653449017,-4.59504765431336
"204943_at","204943_at","ADAM12","8038","ADAM metallopeptidase domain 12",55.4986420595703,113.98917647819,6.03660631025725,0.00908345918627071,0.887537653449017,-4.59504770186914
"214532_x_at","214532_x_at","POU5F1B","5462","POU class 5 homeobox 1B",48.4767811695964,123.350079834473,6.03335681907187,0.00909726070196364,0.887537653449017,-4.59504770998178
"208030_s_at","208030_s_at","ADD1","118","adducin 1",-54.3876240319013,333.222661372721,-6.03047191205567,0.00910953678381749,0.887537653449017,-4.59504771719408
"212261_at","212261_at","GIGYF2","26058","GRB10 interacting GYF protein 2",128.767613890951,289.757967712077,6.02702582108211,0.00912422935542912,0.887537653449017,-4.59504772582154
"218304_s_at","218304_s_at","OSBPL11","114885","oxysterol binding protein like 11",-275.458668965495,595.438227366211,-5.99453452445595,0.00926429762502828,0.887537653449017,-4.59504780782274
"201913_s_at","201913_s_at","COASY","80347","Coenzyme A synthase",83.9163511627604,260.910685143555,5.9717451550514,0.00936422785733927,0.887537653449017,-4.59504786605596
"218475_at","218475_at","TRMT2A","27037","tRNA methyltransferase 2 homolog A",-77.6158841607259,70.736346554891,-5.96468202986627,0.00939548603723932,0.887537653449017,-4.59504788422579
"221434_s_at","221434_s_at","SLIRP","81892","SRA stem-loop interacting RNA binding protein",-168.183288730469,967.824595055339,-5.93798097662726,0.0095148964418031,0.887537653449017,-4.59504795343957
"38340_at","38340_at","HIP1R","9026","huntingtin interacting protein 1 related",64.9672647119141,171.082906037598,5.91738567915425,0.00960836361863982,0.887537653449017,-4.59504800740002
"207794_at","207794_at","CCR2","729230","C-C motif chemokine receptor 2",79.0456020599772,64.4408117416585,5.84981250410796,0.00992361126326539,0.887537653449017,-4.59504818803398
"213146_at","213146_at","KDM6B","23135","lysine demethylase 6B",-54.1387497891642,50.4078373755188,-5.83489163669737,0.0099950417043186,0.887537653449017,-4.59504822867663
"215938_s_at","215938_s_at","PLA2G6","8398","phospholipase A2 group VI",60.6008858776042,93.8483377345378,5.8325773259996,0.0100061812568668,0.887537653449017,-4.59504823500547
"218075_at","218075_at","AAAS","8086","aladin WD repeat nucleoporin",-48.891082733846,53.0596262763062,-5.83100010060987,0.0100137822930885,0.887537653449017,-4.59504823932249
"202148_s_at","202148_s_at","PYCR1","5831","pyrroline-5-carboxylate reductase 1",58.3457109196167,43.4885772895406,5.8012070782672,0.0101587941040983,0.887537653449017,-4.59504832145919
"201801_s_at","201801_s_at","SLC29A1","2030","solute carrier family 29 member 1 (Augustine blood group)",46.5890450620117,110.961385018799,5.79214963373515,0.0102034242725571,0.887537653449017,-4.5950483466538
"219917_at","219917_at","ZCCHC4","29063","zinc finger CCHC-type containing 4",53.2225595680338,106.136754332357,5.78465553526634,0.0102405454777846,0.887537653449017,-4.59504836757945
"217779_s_at","217779_s_at","PNRC2","55629","proline rich nuclear receptor coactivator 2",120.958211263021,755.705851236979,5.76826233985042,0.0103223662553304,0.887537653449017,-4.59504841360717
"200977_s_at","200977_s_at","TAX1BP1","8887","Tax1 binding protein 1",-97.4282988388672,275.61034398877,-5.7549059276032,0.0103896640922805,0.887537653449017,-4.59504845136732
"213115_at","213115_at","ATG4A","115201","autophagy related 4A cysteine peptidase",83.8632762184245,277.839795457845,5.74890192590116,0.0104201031810207,0.887537653449017,-4.59504846841762
"204214_s_at","204214_s_at","RAB32","10981","RAB32, member RAS oncogene family",74.3033167693685,134.705356606527,5.73864080795486,0.0104723959072664,0.887537653449017,-4.59504849766756
"218634_at","218634_at","PHLDA3","23612","pleckstrin homology like domain family A member 3",53.8495267141112,140.047948832723,5.71598306090048,0.0105890874425909,0.887537653449017,-4.59504856275106
"212849_at","212849_at","AXIN1","8312","axin 1",-59.8259672779134,62.9904307694092,-5.70268492365871,0.0106583689027499,0.887537653449017,-4.59504860127049
"205657_at","205657_at","HAAO","23498","3-hydroxyanthranilate 3,4-dioxygenase",82.6061782490235,111.244393649251,5.7007428858372,0.0106685362670117,0.887537653449017,-4.59504860691583
"218566_s_at","218566_s_at","CHORDC1","26973","cysteine and histidine rich domain containing 1",56.4553475572916,151.88733157487,5.69557173542796,0.0106956713531888,0.887537653449017,-4.59504862197292
"212219_at","212219_at","PSME4","23198","proteasome activator subunit 4",-74.4705760179036,331.138837153809,-5.69080487172629,0.0107207650770861,0.887537653449017,-4.59504863588508
"216937_s_at","216937_s_at","RS1","6247","retinoschisin 1",58.2759205302531,50.6304100255636,5.66339799787085,0.010866545876533,0.887537653449017,-4.59504871647742
"213927_at","213927_at","MAP3K9","4293","mitogen-activated protein kinase kinase kinase 9",51.2663426518962,65.2634197136027,5.66032277519802,0.0108830649369234,0.887537653449017,-4.59504872558516
"220869_at","220869_at","UBA6","55236","ubiquitin like modifier activating enzyme 6",64.3177835005696,86.4210593629964,5.64818391808997,0.0109485926542534,0.887537653449017,-4.59504876166493
"218138_at","218138_at","MKKS","8195","McKusick-Kaufman syndrome",-78.0151569661461,355.971964567057,-5.64551938243024,0.0109630453631315,0.887537653449017,-4.59504876961219
"204506_at","204506_at","PPP3R1","5534","protein phosphatase 3 regulatory subunit B, alpha",84.7192231622721,100.516220162679,5.63540298777892,0.0110181456111071,0.887537653449017,-4.59504879987633
"201686_x_at","201686_x_at","API5","8539","apoptosis inhibitor 5",44.7660548774414,169.868437493245,5.60621284762497,0.0111791785861824,0.887537653449017,-4.59504888801477
"202031_s_at","202031_s_at","WIPI2","26100","WD repeat domain, phosphoinositide interacting 2",-46.1930947949219,252.508951870117,-5.60549266325326,0.011183190426506,0.887537653449017,-4.59504889020474
"200703_at","200703_at","DYNLL1","8655","dynein light chain LC8-type 1",58.926823790039,330.785652088704,5.59844771135202,0.0112225343757722,0.887537653449017,-4.59504891166668
"220966_x_at","220966_x_at","ARPC5L","81873","actin related protein 2/3 complex subunit 5 like",-75.4368998828125,329.142857838542,-5.59670361457596,0.0112323025929837,0.887537653449017,-4.59504891699101
"203147_s_at","203147_s_at","TRIM14","9830","tripartite motif containing 14",79.7764433264973,161.28896832666,5.59384809813331,0.0112483196029685,0.887537653449017,-4.59504892571774
"201063_at","201063_at","RCN1","5954","reticulocalbin 1",-65.541926201823,226.412615390299,-5.58943665804442,0.0112731228094646,0.887537653449017,-4.59504893922275
"222000_at","222000_at","C1orf174","339448","chromosome 1 open reading frame 174",48.1021983037109,211.640032460775,5.57039688024539,0.0113809981194202,0.887537653449017,-4.59504899783563
"203945_at","203945_at","ARG2","384","arginase 2",108.624048967122,248.846717883626,5.56370956981175,0.0114192073138172,0.887537653449017,-4.59504901854822
"209199_s_at","209199_s_at","MEF2C","4208","myocyte enhancer factor 2C",-383.261718765626,2572.2775065026,-5.56023510398637,0.0114391255732738,0.887537653449017,-4.59504902933571
