"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"56105_at","56105_at","56105","PCDHGA11","protocadherin gamma subfamily A, 11",-0.361032794750003,6.07723997048148,-5.11751479926544,9.18062838378934e-05,0.074825729780272,1.4884837961612
"51177_at","51177_at","51177","PLEKHO1","pleckstrin homology domain containing O1",0.351265098999997,6.36819856737037,5.11198578910523,9.28537126230359e-05,0.074825729780272,1.47873063676698
"83873_at","83873_at","83873","GPR61","G protein-coupled receptor 61",-0.303807059083332,4.28575723525926,-5.08052828653619,9.90511148221821e-05,0.074825729780272,1.4231553516832
"23012_at","23012_at","23012","STK38L","serine/threonine kinase 38 like",0.329981147500003,6.96126010207407,5.06307458062046,0.000102671254844022,0.074825729780272,1.39225877173159
"56114_at","56114_at","56114","PCDHGA1","protocadherin gamma subfamily A, 1",-0.342492454416665,4.65325844181482,-4.99445189763364,0.000118272543945064,0.0782960996603812,1.27036312204703
"84503_at","84503_at","84503","ZNF527","zinc finger protein 527",-0.280713167666664,4.96612077255556,-4.95162672861002,0.000129221959476441,0.0782960996603812,1.19395836324717
"1292_at","1292_at","1292","COL6A2","collagen type VI alpha 2 chain",0.378889713833329,7.15015556033333,4.94894858833173,0.000129940292258181,0.0782960996603812,1.18917187662162
"3984_at","3984_at","3984","LIMK1","LIM domain kinase 1",0.30407901133333,5.91204021474074,4.94853877354541,0.000130050573567471,0.0782960996603812,1.18843935152948
"8828_at","8828_at","8828","NRP2","neuropilin 2",0.36098972875,4.73450701237037,4.90404689236809,0.00014261242012578,0.0822814242284032,1.10877634144955
"337967_at","337967_at","337967","KRTAP6-2","keratin associated protein 6-2",-0.330694445583334,4.01535336803704,-4.87955099364897,0.00015005255206346,0.0831111075369092,1.06480252954173
"285282_at","285282_at","285282","RABL3","RAB, member of RAS oncogene family like 3",-0.288668311750004,7.21835923159259,-4.84192444223515,0.000162263402426561,0.0839135777050149,0.997102406338414
"23452_at","23452_at","23452","ANGPTL2","angiopoietin like 2",0.537688746083333,7.4006548347037,4.837920014431,0.000163621477434491,0.0839135777050149,0.989886453039024
"2651_at","2651_at","2651","GCNT2","glucosaminyl (N-acetyl) transferase 2 (I blood group)",-0.662302872999998,4.60937095803704,-4.73678480224192,0.000202064199900241,0.0999279634292368,0.806960763548918
"100033432_at","100033432_at","100033432","SNORD116-21","small nucleolar RNA, C/D box 116-21",-0.451566810916663,8.47129468681482,-4.71768992096601,0.000210301181384886,0.100415188228845,0.772279624757194
"3398_at","3398_at","3398","ID2","inhibitor of DNA binding 2",0.398370418666667,5.9450113017037,4.63771640878236,0.000248701273745381,0.109150150838418,0.62654998684837
"7837_at","7837_at","7837","PXDN","peroxidasin",0.549207510083336,6.44243624014815,4.60356801966492,0.000267211892080038,0.109150150838418,0.564095562807377
"3778_at","3778_at","3778","KCNMA1","potassium calcium-activated channel subfamily M alpha 1",-0.359538997166668,6.97295893285185,-4.59581483979096,0.000271606864565747,0.109150150838418,0.549897140312678
"3628_at","3628_at","3628","INPP1","inositol polyphosphate-1-phosphatase",0.329997367833334,5.19261959455556,4.59482336846075,0.000272174182231608,0.109150150838418,0.548080966077375
"10117_at","10117_at","10117","ENAM","enamelin",-0.413133107166665,6.41807803496296,-4.58759195525822,0.000276348694806555,0.109150150838418,0.534831139020623
"56110_at","56110_at","56110","PCDHGA5","protocadherin gamma subfamily A, 5",-0.3947162445,4.70525930859259,-4.57597726481791,0.000283190671704853,0.109150150838418,0.513537751514714
"6925_at","6925_at","6925","TCF4","transcription factor 4",0.247408607250001,8.75316636485185,4.54328011589445,0.000303394107159403,0.109150150838418,0.453513451591532
"55901_at","55901_at","55901","THSD1","thrombospondin type 1 domain containing 1",0.309540951416669,4.91828642077778,4.54158901025881,0.000304478131219177,0.109150150838418,0.450405798998054
"1602_at","1602_at","1602","DACH1","dachshund family transcription factor 1",0.334374398166666,5.37645740351852,4.54119286817879,0.00030473263421144,0.109150150838418,0.449677785502104
"90204_at","90204_at","90204","ZSWIM1","zinc finger SWIM-type containing 1",-0.265983304416667,6.79438593081481,-4.53702910901415,0.000307420804701256,0.109150150838418,0.442024774409112
"7306_at","7306_at","7306","TYRP1","tyrosinase related protein 1",-0.459356691749999,3.96808954366667,-4.52256116229394,0.000316950737722387,0.109720421631047,0.415418102960325
"57547_at","57547_at","57547","ZNF624","zinc finger protein 624",0.281437192166667,4.01112612385185,4.47324973617494,0.00035175228990083,0.115925297995781,0.324567758558016
"5159_at","5159_at","5159","PDGFRB","platelet derived growth factor receptor beta",0.285217523,7.75028500218519,4.44685670151853,0.000371953095452648,0.115925297995781,0.275838806029217
"84689_at","84689_at","84689","MS4A14","membrane spanning 4-domains A14",0.312339904,4.12634487655556,4.44156879151785,0.000376140247331886,0.115925297995781,0.266067408057832
"7277_at","7277_at","7277","TUBA4A","tubulin alpha 4a",-0.230869690749998,9.93955218392593,-4.43009767002981,0.000385389072293407,0.115925297995781,0.244860657496225
"84230_at","84230_at","84230","LRRC8C","leucine rich repeat containing 8 VRAC subunit C",0.291569412166663,7.337310979,4.42546968258353,0.000389185659108177,0.115925297995781,0.236301185126532
"25903_at","25903_at","25903","OLFML2B","olfactomedin like 2B",0.622291470000003,5.56945741107407,4.4226809558214,0.000391491743879641,0.115925297995781,0.231142414674276
"7060_at","7060_at","7060","THBS4","thrombospondin 4",0.865003404749998,7.30362271407407,4.41992548507037,0.000393783976253109,0.115925297995781,0.226044416452067
"9908_at","9908_at","9908","G3BP2","G3BP stress granule assembly factor 2",-0.211255656416668,8.88928635381481,-4.4103576428591,0.000401849808897052,0.115925297995781,0.208336861110663
"65977_at","65977_at","65977","PLEKHA3","pleckstrin homology domain containing A3",0.46444770475,4.2348843112963,4.39372792159097,0.000416270764694279,0.117634719973912,0.177538628324671
"388468_at","388468_at","388468","POTEC","POTE ankyrin domain family member C",-0.298653813416666,4.15166224911111,-4.35919653994901,0.000447918859857471,0.121107026577845,0.11350308349885
"23462_at","23462_at","23462","HEY1","hes related family bHLH transcription factor with YRPW motif 1",0.336634697583334,5.016298249,4.35679500182284,0.000450208756577603,0.121107026577845,0.10904551999671
"412_at","412_at","412","STS","steroid sulfatase",0.268605427416666,6.74096640925926,4.35202082199033,0.000454796373369534,0.121107026577845,0.100182463228005
"151188_at","151188_at","151188","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6",0.236302309416667,5.23803641351852,4.3418924161683,0.000464686820438142,0.121406007596358,0.0813726660989644
"3912_at","3912_at","3912","LAMB1","laminin subunit beta 1",0.445746554666665,7.48376908544444,4.31903499960557,0.000487817550631293,0.121820547636047,0.0388896438835271
"81848_at","81848_at","81848","SPRY4","sprouty RTK signaling antagonist 4",0.299904806999999,5.11171487685185,4.31771185155997,0.000489191769245004,0.121820547636047,0.0364290136428203
"2791_at","2791_at","2791","GNG11","G protein subunit gamma 11",0.348569619333334,7.07706027262963,4.31136852537491,0.00049583470501744,0.121820547636047,0.0246303407808588
"7059_at","7059_at","7059","THBS3","thrombospondin 3",0.357140144000002,5.15497681659259,4.30469494112941,0.000502922357266211,0.121820547636047,0.0122136101566257
"118490_at","118490_at","118490","MSS51","MSS51 mitochondrial translational activator",0.365214424416665,9.58256494985185,4.29788433386492,0.000510261555780365,0.121820547636047,-0.000462020385866957
"2635_at","2635_at","2635","GBP3","guanylate binding protein 3",0.294624502499999,4.05164436140741,4.28808790127575,0.000521009331510384,0.122278240905496,-0.0187016958787023
"7352_at","7352_at","7352","UCP3","uncoupling protein 3",0.438175693333333,9.15417615740741,4.27842331611747,0.000531837522564014,0.122739236249065,-0.0367038329798133
"7351_at","7351_at","7351","UCP2","uncoupling protein 2",0.385577933166668,8.42505420766667,4.26391443880918,0.000548523400038479,0.124487259659037,-0.0637439955857593
"116362_at","116362_at","116362","RBP7","retinol binding protein 7",0.377961940083336,4.16052147625926,4.25638382749355,0.000557392222059672,0.124487259659037,-0.0777855978212303
"3726_at","3726_at","3726","JUNB","JunB proto-oncogene, AP-1 transcription factor subunit",0.408021596833333,5.82149322448148,4.2246287864443,0.000596417994299533,0.131088888366121,-0.137046200309511
"3700_at","3700_at","3700","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4",0.441948052833327,8.30790596911111,4.2024496229895,0.000625307310096873,0.135291098795491,-0.178483152641047
"90019_at","90019_at","90019","SYT8","synaptotagmin 8",-0.227218808583335,4.31199367059259,-4.16900893022262,0.000671568163900076,0.143064682546528,-0.241029358172506
"10438_at","10438_at","10438","C1D","C1D nuclear receptor corepressor",-0.403426787916666,6.40067353233333,-4.16167326409907,0.000682170957945779,0.143121534161745,-0.254760536456335
"161198_at","161198_at","161198","CLEC14A","C-type lectin domain containing 14A",0.226556102416666,5.95123123481481,4.13963397245759,0.000715056059204154,0.145568709792385,-0.296037168997252
"348158_at","348158_at","348158","ACSM2B","acyl-CoA synthetase medium chain family member 2B",-0.484175510499998,5.99283594374074,-4.13524472057333,0.000721794430044986,0.145568709792385,-0.304261630251866
"255275_at","255275_at","255275","MYADML2","myeloid associated differentiation marker like 2",-0.275072501916668,6.464144028,-4.12809384381463,0.000732910265747316,0.145568709792385,-0.31766352778341
"5330_at","5330_at","5330","PLCB2","phospholipase C beta 2",0.232802297999999,4.53062692818519,4.12564673684823,0.000736753849239508,0.145568709792385,-0.322250585606102
"22822_at","22822_at","22822","PHLDA1","pleckstrin homology like domain family A member 1",0.220302104916665,4.68277977333333,4.11820227808338,0.000748572363528382,0.145568709792385,-0.336207523122102
"8811_at","8811_at","8811","GALR2","galanin receptor 2",-0.259909236166668,4.30541137081481,-4.10887663887814,0.000763648204080907,0.145568709792385,-0.353696423776679
"56113_at","56113_at","56113","PCDHGA2","protocadherin gamma subfamily A, 2",-0.4711737715,5.22785716762963,-4.10657032982682,0.00076742368851333,0.145568709792385,-0.358022442250388
"3339_at","3339_at","3339","HSPG2","heparan sulfate proteoglycan 2",0.333303031999999,7.99731140522222,4.0906206917558,0.000794055159827272,0.14765510018618,-0.387948933383961
"6624_at","6624_at","6624","FSCN1","fascin actin-bundling protein 1",0.375529750916668,5.91297208355556,4.08446638364405,0.000804579125980419,0.14765510018618,-0.399500582140572
"57407_at","57407_at","57407","NMRAL1","NmrA like redox sensor 1",0.18069742025,3.86159822292593,4.07825447166628,0.000815344509748283,0.14765510018618,-0.41116270837191
"285830_at","285830_at","285830","HLA-F-AS1","HLA-F antisense RNA 1",-0.289096531083334,5.71273383140741,-4.07498082331735,0.000821076241376174,0.14765510018618,-0.417309535898123
"1287_at","1287_at","1287","COL4A5","collagen type IV alpha 5 chain",-0.207248448333334,5.07274429737037,-4.06233521035484,0.000843601918723515,0.149760971391853,-0.44105982376152
"388951_at","388951_at","388951","TSPYL6","TSPY like 6",-0.278001956166669,4.23400499640741,-4.03394316010228,0.000896476834654526,0.152428722351106,-0.494417927025003
"54985_at","54985_at","54985","HCFC1R1","host cell factor C1 regulator 1",0.267082459666665,6.67614688722222,4.03372572399437,0.000896894418369707,0.152428722351106,-0.49482673645928
"7037_at","7037_at","7037","TFRC","transferrin receptor",-0.441038454666666,8.23835277962963,-4.03185380382377,0.000900497549473658,0.152428722351106,-0.49834630808598
"56099_at","56099_at","56099","PCDHGB7","protocadherin gamma subfamily B, 7",-0.293222681250002,6.09951614744444,-4.02745638447141,0.000909019406071392,0.152428722351106,-0.506615058661906
"81603_at","81603_at","81603","TRIM8","tripartite motif containing 8",0.190028794166665,8.267659179,4.02507427900825,0.000913669672502474,0.152428722351106,-0.51109472265699
"4811_at","4811_at","4811","NID1","nidogen 1",0.401108598000002,6.81980371562963,3.99594237500993,0.000972519613217914,0.159242027142267,-0.565902847314498
"57554_at","57554_at","57554","LRRC7","leucine rich repeat containing 7",-0.359900399583331,5.73366744818519,-3.99355465814215,0.000977509374383814,0.159242027142267,-0.570396971884212
"677840_at","677840_at","677840","SNORA71D","small nucleolar RNA, H/ACA box 71D",0.304067457499999,10.5112945948148,3.97323654419299,0.00102102736357279,0.164397277946424,-0.608650702478323
"1948_at","1948_at","1948","EFNB2","ephrin B2",0.222369466833333,5.81261979762963,3.96310610440119,0.00104344933248988,0.166076355252728,-0.627731008472112
"7453_at","7453_at","7453","WARS1","tryptophanyl-tRNA synthetase 1",0.236702450583334,8.20804908566667,3.95055170071913,0.00107192596999574,0.168264499978541,-0.651383243545538
"440270_at","440270_at","440270","GOLGA8B","golgin A8 family member B",0.578871187333332,5.5392366697037,3.94640586171499,0.00108150072204016,0.168264499978541,-0.659195452048691
"57608_at","57608_at","57608","JCAD","junctional cadherin 5 associated",0.242848357249999,6.22302121244444,3.93606724505305,0.00110575450561761,0.168309285924009,-0.678680242281927
"649446_at","649446_at","649446","DLGAP1-AS1","DLGAP1 antisense RNA 1",0.343255391000001,4.4419727222963,3.93293179016148,0.00111321778232497,0.168309285924009,-0.684590405688478
"10217_at","10217_at","10217","CTDSPL","CTD small phosphatase like",0.337535914166665,6.82506154514815,3.93082818782525,0.00111825336210073,0.168309285924009,-0.688555811688349
"23328_at","23328_at","23328","SASH1","SAM and SH3 domain containing 1",0.276144478999998,7.08404676588889,3.90253888568849,0.00118824224482035,0.170809831629128,-0.741899899756687
"4093_at","4093_at","4093","SMAD9","SMAD family member 9",0.52475832258333,5.96125044533333,3.89857130599885,0.00119840455597402,0.170809831629128,-0.749383875117365
"27347_at","27347_at","27347","STK39","serine/threonine kinase 39",0.282038084083332,5.6955900782963,3.89594032049662,0.001205191564764,0.170809831629128,-0.754346975633865
"3760_at","3760_at","3760","KCNJ3","potassium inwardly rectifying channel subfamily J member 3",-0.313365387000001,4.14625452433333,-3.89502668112367,0.00120755746360447,0.170809831629128,-0.75607052718767
"1285_at","1285_at","1285","COL4A3","collagen type IV alpha 3 chain",0.277211273333336,6.28362953844444,3.89118040089438,0.00121756887066901,0.170809831629128,-0.763326742306365
"64094_at","64094_at","64094","SMOC2","SPARC related modular calcium binding 2",0.421847871000001,7.22675872859259,3.88241742829605,0.00124069070694915,0.170809831629128,-0.779860519335062
"25840_at","25840_at","25840","METTL7A","methyltransferase like 7A",-0.3104781955,7.7934554267037,-3.88157014063974,0.00124294962535664,0.170809831629128,-0.781459303950554
"57572_at","57572_at","57572","DOCK6","dedicator of cytokinesis 6",0.255867339499999,5.85746997088889,3.88047212987643,0.00124588313961189,0.170809831629128,-0.783531225694156
"79630_at","79630_at","79630","C1orf54","chromosome 1 open reading frame 54",0.2957991515,3.67966026559259,3.88047080259716,0.00124588668986365,0.170809831629128,-0.783533730265382
"8708_at","8708_at","8708","B3GALT1","beta-1,3-galactosyltransferase 1",-0.361923992249999,6.91166007366667,-3.87463207794345,0.00126160316864471,0.171268814472778,-0.794551959565078
"132321_at","132321_at","132321","C4orf33","chromosome 4 open reading frame 33",-0.280397179416668,5.00388295996296,-3.86776930619267,0.00128033117054022,0.172123744839519,-0.807504111250417
"145567_at","145567_at","145567","TTC7B","tetratricopeptide repeat domain 7B",0.259275505499995,8.16891921714815,3.8615507443634,0.00129754241190596,0.172760286323671,-0.819241755746718
"23294_at","23294_at","23294","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A",0.219360825666663,6.94127391981482,3.85247796032809,0.00132307134225983,0.174481608345446,-0.836368961471329
"8832_at","8832_at","8832","CD84","CD84 molecule",0.401004074083332,3.88433379022222,3.84595241206148,0.00134174437815318,0.174836746080639,-0.848689142258852
"340156_at","340156_at","340156","MYLK4","myosin light chain kinase family member 4",0.728355738333333,5.80223912559259,3.84274580715559,0.00135101695895345,0.174836746080639,-0.854743642037682
"91156_at","91156_at","91156","IGFN1","immunoglobulin like and fibronectin type III domain containing 1",1.19726940391666,5.67456350777778,3.82802378610923,0.00139442191678065,0.17502368832363,-0.882544491923312
"1318_at","1318_at","1318","SLC31A2","solute carrier family 31 member 2",0.235335660166666,5.67175373062963,3.82654825432114,0.00139884871758428,0.17502368832363,-0.885331188299547
"7525_at","7525_at","7525","YES1","YES proto-oncogene 1, Src family tyrosine kinase",0.235874133666665,6.11054902903704,3.81902204573049,0.00142164890784814,0.17502368832363,-0.89954609924758
"55917_at","55917_at","55917","CTTNBP2NL","CTTNBP2 N-terminal like",0.260042769083336,5.68987896325926,3.81653736670121,0.0014292577198144,0.17502368832363,-0.904239280635293
"1306_at","1306_at","1306","COL15A1","collagen type XV alpha 1 chain",0.414272120166666,7.36843422585185,3.80748487203043,0.00145732653228717,0.17502368832363,-0.921339341212638
"91807_at","91807_at","91807","MYLK3","myosin light chain kinase 3",-0.308727550499999,8.05544819296296,-3.8002738097366,0.00148008105988279,0.17502368832363,-0.934962330523525
"140606_at","140606_at","140606","SELENOM","selenoprotein M",-0.307966264833336,6.62448077966667,-3.79573224571699,0.00149459461472038,0.17502368832363,-0.943542756183558
"200734_at","200734_at","200734","SPRED2","sprouty related EVH1 domain containing 2",0.204657847416668,6.51203310485185,3.79240661525909,0.00150531288025428,0.17502368832363,-0.949826188173676
"1513_at","1513_at","1513","CTSK","cathepsin K",0.480858172416667,5.86494707559259,3.79215055242728,0.0015061413426503,0.17502368832363,-0.950310001913528
"4323_at","4323_at","4323","MMP14","matrix metallopeptidase 14",0.261912605333333,4.95036852411111,3.7903506599307,0.00151197761417067,0.17502368832363,-0.953710818129765
"10946_at","10946_at","10946","SF3A3","splicing factor 3a subunit 3",0.469602977500003,8.4444871707037,3.78806274294073,0.00151942909888477,0.17502368832363,-0.958033831537925
"57616_at","57616_at","57616","TSHZ3","teashirt zinc finger homeobox 3",0.266842762583332,4.46017120081481,3.78612669506189,0.00152576335527134,0.17502368832363,-0.961692072506872
"54842_at","54842_at","54842","MFSD6","major facilitator superfamily domain containing 6",0.246272386249998,6.01261246977778,3.78262984404985,0.00153727136564788,0.17502368832363,-0.968299704182393
"90196_at","90196_at","90196","SYS1","SYS1 golgi trafficking protein",-0.287991856833336,6.96765518911111,-3.78142681895146,0.00154125057299811,0.17502368832363,-0.970572989769602
"387751_at","387751_at","387751","GVINP1","GTPase, very large interferon inducible pseudogene 1",0.297507439083333,3.99752201059259,3.78118281148568,0.0015420589279615,0.17502368832363,-0.971034079713057
"23158_at","23158_at","23158","TBC1D9","TBC1 domain family member 9",0.299061641333332,4.93505726481481,3.77089737544388,0.00157652232732824,0.17551252883429,-0.990471023549577
"6347_at","6347_at","6347","CCL2","C-C motif chemokine ligand 2",0.477695763083335,6.13946020137037,3.77042214065665,0.00157813323301646,0.17551252883429,-0.991369146979047
"65987_at","65987_at","65987","KCTD14","potassium channel tetramerization domain containing 14",-0.258819997333333,5.89595839703704,-3.76858055098858,0.00158439128362001,0.17551252883429,-0.994849516440138
"43_at","43_at","43","ACHE","acetylcholinesterase (Cartwright blood group)",-0.281557759916667,7.26918742466667,-3.75459016491602,0.00163275269827632,0.179434338198668,-1.0212914124644
"4643_at","4643_at","4643","MYO1E","myosin IE",0.173352108916666,6.07781443285185,3.7427359277672,0.00167488616415984,0.182615344213554,-1.043698316233
"3881_at","3881_at","3881","KRT31","keratin 31",0.328735809083334,5.08675778177778,3.73607022612504,0.00169905479574155,0.183554278054147,-1.05629867635224
"60312_at","60312_at","60312","AFAP1","actin filament associated protein 1",0.234233936749996,5.02353858,3.73067473279164,0.00171887350390066,0.183554278054147,-1.06649832656165
"5523_at","5523_at","5523","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha",-0.167128781083338,9.51685786648148,-3.72520416851718,0.0017392043831411,0.183554278054147,-1.07684022861131
"339398_at","339398_at","339398","LINGO4","leucine rich repeat and Ig domain containing 4",0.253618561,6.04824943140741,3.72030778640053,0.00175760552123336,0.183554278054147,-1.08609692714396
"57568_at","57568_at","57568","SIPA1L2","signal induced proliferation associated 1 like 2",0.332732967166669,5.57846127692593,3.71893334191212,0.00176280578822639,0.183554278054147,-1.08869538179369
"2328_at","2328_at","2328","FMO3","flavin containing dimethylaniline monoxygenase 3",0.392006092083332,5.64270822940741,3.71887336220541,0.0017630330743989,0.183554278054147,-1.08880877677872
"9425_at","9425_at","9425","CDYL","chromodomain Y like",-0.206537299749995,6.33021216944444,-3.70118794715647,0.00183134591890423,0.18617281204953,-1.12224537746177
"5255_at","5255_at","5255","PHKA1","phosphorylase kinase regulatory subunit alpha 1",0.281116239250002,8.94665173451852,3.69836655499426,0.00184248645183439,0.18617281204953,-1.12757980406858
"83999_at","83999_at","83999","KREMEN1","kringle containing transmembrane protein 1",-0.249791555333335,7.11019515588889,-3.69802158002443,0.00184385326302226,0.18617281204953,-1.12823205416566
"83661_at","83661_at","83661","MS4A8","membrane spanning 4-domains A8",-0.363338783666666,4.64312301318519,-3.69690325148381,0.00184829112673728,0.18617281204953,-1.13034650206874
"10402_at","10402_at","10402","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6",-0.335172682833335,6.99112188918519,-3.69511517378358,0.00185540897398968,0.18617281204953,-1.13372727436955
"58473_at","58473_at","58473","PLEKHB1","pleckstrin homology domain containing B1",0.220901832916666,4.3930151402963,3.68610447444362,0.00189169762306852,0.18844846752971,-1.15076432772044
"3399_at","3399_at","3399","ID3","inhibitor of DNA binding 3, HLH protein",0.340868806416664,5.19435209044444,3.6787930772968,0.00192166386187466,0.190066282109845,-1.164588662517
"55208_at","55208_at","55208","DCUN1D2","defective in cullin neddylation 1 domain containing 2",-0.229200022833335,7.62554233733333,-3.66734253024272,0.00196955151558013,0.192606425768596,-1.18623955784266
"5054_at","5054_at","5054","SERPINE1","serpin family E member 1",0.317167227,4.33873880655556,3.66601849828481,0.00197516519528711,0.192606425768596,-1.18874307386987
"6678_at","6678_at","6678","SPARC","secreted protein acidic and cysteine rich",0.522061266833337,10.2317568387778,3.66092895008383,0.00199689338276298,0.19336351518265,-1.19836654068468
"5209_at","5209_at","5209","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.518536715916667,8.78716716022222,3.64659753310799,0.0020593689084039,0.1980283421852,-1.22546471985724
"22846_at","22846_at","22846","VASH1","vasohibin 1",0.202379857749997,5.45785575322222,3.62895703227681,0.00213895781940064,0.203811324275865,-1.25881903269923
"222584_at","222584_at","222584","FAM83B","family with sequence similarity 83 member B",-0.388888175583331,5.82962733611111,-3.62678968279645,0.00214894586150619,0.203811324275865,-1.2629169151142
"440279_at","440279_at","440279","UNC13C","unc-13 homolog C",-0.381373108249999,5.65651103388889,-3.62168292880972,0.00217266444603017,0.204659078803944,-1.27257231848567
"5721_at","5721_at","5721","PSME2","proteasome activator subunit 2",0.364396881583334,6.41454528559259,3.61090817284699,0.00222356940220215,0.206094258409012,-1.29294367658419
"60681_at","60681_at","60681","FKBP10","FKBP prolyl isomerase 10",0.325380870999999,5.72555767696296,3.60943200451685,0.00223063562379239,0.206094258409012,-1.2957345300108
"29799_at","29799_at","29799","YPEL1","yippee like 1",0.313674289500001,6.69937007759259,3.60721835960268,0.00224127407779889,0.206094258409012,-1.29991962495615
"216_at","216_at","216","ALDH1A1","aldehyde dehydrogenase 1 family member A1",-0.260483924500006,7.0309300437037,-3.60594117937534,0.00224743504150796,0.206094258409012,-1.30233422856103
"145282_at","145282_at","145282","MIPOL1","mirror-image polydactyly 1",-0.236956995583334,5.39025934048148,-3.59708097881692,0.00229064344064325,0.206235891362386,-1.31908464589837
"28977_at","28977_at","28977","MRPL42","mitochondrial ribosomal protein L42",-0.275537019083337,7.17149370625926,-3.59267584353526,0.00231243340972448,0.206235891362386,-1.32741234229465
"5213_at","5213_at","5213","PFKM","phosphofructokinase, muscle",0.247342876416665,10.8133966501111,3.58950564219735,0.00232824263505724,0.206235891362386,-1.33340531430243
"25940_at","25940_at","25940","FAM98A","family with sequence similarity 98 member A",-0.207386196000003,8.09964708907407,-3.58823409185999,0.0023346138831189,0.206235891362386,-1.33580902778035
"11107_at","11107_at","11107","PRDM5","PR/SET domain 5",-0.225754062666665,5.4687755317037,-3.58753091375112,0.0023381447025652,0.206235891362386,-1.33713829296462
"138311_at","138311_at","138311","DIPK1B","divergent protein kinase domain 1B",0.230748950333335,5.38857270514815,3.58749146166525,0.00233834295832272,0.206235891362386,-1.33721287172746
"5774_at","5774_at","5774","PTPN3","protein tyrosine phosphatase non-receptor type 3",-0.228139858083328,8.42266652059259,-3.56917125187942,0.00243224155015648,0.213159802183651,-1.37184239354672
"694_at","694_at","694","BTG1","BTG anti-proliferation factor 1",0.258078550583335,7.71523341496296,3.55877307572225,0.00248719921185271,0.213404562148292,-1.39149508268041
"140456_at","140456_at","140456","ASB11","ankyrin repeat and SOCS box containing 11",-0.193010732750006,8.53300110403704,-3.55716383016993,0.00249581448474294,0.213404562148292,-1.39453641032683
"5324_at","5324_at","5324","PLAG1","PLAG1 zinc finger",-0.349419339500002,4.5593247792963,-3.55597938688768,0.00250217452643752,0.213404562148292,-1.39677487034417
"23024_at","23024_at","23024","PDZRN3","PDZ domain containing ring finger 3",0.203116212666667,8.52188825044444,3.54914456962068,0.00253919183805856,0.213404562148292,-1.40969136712615
