"","PROBEID","ACCNUM","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GI_6005873-S","GI_6005873-S","NM_007159","7871","SLMAP","sarcolemma associated protein",0.653386889920705,6.99918707987999,8.54318481275848,2.66172385314908e-06,0.00230979602022212,5.09106382383237
"GI_4758647-S","GI_4758647-S","NM_004521","3799","KIF5B","kinesin family member 5B",0.653586124473105,7.61597300367796,8.49707846920471,2.80965390823423e-06,0.00230979602022212,5.04167264222923
"GI_24429565-A","GI_24429565-A","NM_002603","5150","PDE7A","phosphodiesterase 7A",0.594835830151728,6.7018311877497,8.43880111480441,3.00940316402461e-06,0.00230979602022212,4.97886425654193
"GI_37551274-S","GI_37551274-S","XM_353393",NA,NA,NA,-0.562081023027162,10.0486337052111,-8.42148667467316,3.07165113297816e-06,0.00230979602022212,4.96012166101609
"GI_34335291-S","GI_34335291-S","NM_003312","7263","TST","thiosulfate sulfurtransferase",-0.529700807640307,9.27665886083087,-8.39492920793973,3.16983380243134e-06,0.00230979602022212,4.93130036838449
"GI_7706422-S","GI_7706422-S","NM_016199","51690","LSM7","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",-0.59539699090973,9.05684208604453,-8.35869921090377,3.30925192272278e-06,0.00230979602022212,4.89183850727221
"GI_20070361-S","GI_20070361-S","NM_004657","8436","CAVIN2","caveolae associated protein 2",0.742858883994825,7.63367148241334,8.33023532954472,3.42340557044151e-06,0.00230979602022212,4.86071891398791
"GI_24234719-A","GI_24234719-A","NM_005494","10049","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6",0.768725269451843,7.85299996322575,8.32939787599717,3.42682758551327e-06,0.00230979602022212,4.85980176694288
"GI_7706600-A","GI_7706600-A","NM_016653","51776","MAP3K20","mitogen-activated protein kinase kinase kinase 20",1.12359799199809,8.76587097489178,8.24170315594895,3.80634455190898e-06,0.00244185401434212,4.76326654379829
"GI_4885648-S","GI_4885648-S","NM_005499","10054","UBA2","ubiquitin like modifier activating enzyme 2",0.677453790926988,8.32529697794496,8.21026375725777,3.95320081005017e-06,0.00244185401434212,4.72841762166208
"GI_10947028-S","GI_10947028-S","NM_006551","10647","SCGB1D2","secretoglobin family 1D member 2",-0.58696503994268,8.0329126215273,-8.1916424683918,4.04304348632672e-06,0.00244185401434212,4.7077168085598
"GI_38261963-S","GI_38261963-S","NM_005171","466","ATF1","activating transcription factor 1",0.639169761295107,8.53286624953019,8.17890040456429,4.10578292308156e-06,0.00244185401434212,4.69352595389387
"GI_7705607-S","GI_7705607-S","NM_016044","51011","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A",-0.580791744951208,9.80249827195109,-8.15254729930531,4.23888303960667e-06,0.00244898439839676,4.66410972752922
"GI_27477130-S","GI_27477130-S","NM_022061","63875","MRPL17","mitochondrial ribosomal protein L17",-0.495621027697306,9.82050134578917,-8.0958182669014,4.54138902862693e-06,0.0025508729874407,4.60048040936489
"GI_7705629-S","GI_7705629-S","NM_016067","51023","MRPS18C","mitochondrial ribosomal protein S18C",-0.587449800515392,10.1545248363353,-8.00721928263829,5.06117118830899e-06,0.00272315376610576,4.50026170621641
"GI_31543382-S","GI_31543382-S","NM_020122","56888","KCMF1","potassium channel modulatory factor 1",0.67185450610935,7.63292416270283,7.99796526864102,5.11903752750546e-06,0.00272315376610576,4.48973439230944
"GI_26667179-I","GI_26667179-I","NM_001221","817","CAMK2D","calcium/calmodulin dependent protein kinase II delta",0.602881525495902,6.76802455545914,7.96596663813654,5.32466565559891e-06,0.00272315376610576,4.45324555119597
"GI_31745137-S","GI_31745137-S","NM_006989","10156","RASA4","RAS p21 protein activator 4",0.601997330269225,7.1779790410714,7.95656055977725,5.38678357372189e-06,0.00272315376610576,4.44249373301707
"GI_34147483-S","GI_34147483-S","NM_133375","115752","DIS3L","DIS3 like exosome 3'-5' exoribonuclease",-0.476103482789123,8.92972929297813,-7.91993629742418,5.63616363753198e-06,0.0027318496360866,4.40051743791229
"GI_37550246-S","GI_37550246-S","XM_087353",NA,NA,NA,0.532307366536105,6.58408502784009,7.89943100487966,5.78117423909569e-06,0.0027318496360866,4.3769375016064
"GI_29788999-S","GI_29788999-S","NM_003848","8801","SUCLG2","succinate-CoA ligase GDP-forming subunit beta",0.797750859020004,7.82034744196796,7.89552001502297,5.80928412797209e-06,0.0027318496360866,4.37243369864911
"GI_4504606-S","GI_4504606-S","NM_001550","3475","IFRD1","interferon related developmental regulator 1",0.582375144590568,8.792062702179,7.84123361081011,6.21498357174903e-06,0.00285620870009857,4.3097069162403
"GI_10864040-I","GI_10864040-I","NM_021230","58508","KMT2C","lysine methyltransferase 2C",0.439789877116581,6.73601649310682,7.8038162640618,6.51225731501376e-06,0.00292631900370874,4.26624104329128
"GI_4827070-S","GI_4827070-S","NM_003418","7555","CNBP","CCHC-type zinc finger nucleic acid binding protein",0.484891674499723,11.4675427653942,7.68962855120432,7.51770580921154e-06,0.00327697955169447,4.13242070551883
"GI_4826689-S","GI_4826689-S","NM_004941","1659","DHX8","DEAH-box helicase 8",-0.513105253823475,7.36472681256539,-7.67927913765113,7.61673700260323e-06,0.00327697955169447,4.12020393861131
"GI_42734313-S","GI_42734313-S","NM_014779","9819","TSC22D2","TSC22 domain family member 2",0.49107090865589,7.95509960111574,7.65748379015562,7.82989647856153e-06,0.00329850701443735,4.09442797216851
"GI_15451901-S","GI_15451901-S","NM_003618","8491","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3",0.630968296397496,7.89352396257642,7.64073441644627,7.99805057672956e-06,0.00330058327983772,4.07457518491477
"GI_24429565-I","GI_24429565-I","NM_002603","5150","PDE7A","phosphodiesterase 7A",0.540146180524994,6.84479882471566,7.61453336757739,8.26890749917702e-06,0.00334411157081717,4.04344193734777
"GI_14043025-S","GI_14043025-S","NM_003761","8673","VAMP8","vesicle associated membrane protein 8",-0.761966455197832,9.66378857868635,-7.54694301970298,9.01408224825183e-06,0.00357399523807648,3.96268959390767
"GI_21361379-S","GI_21361379-S","NM_007241","11267","SNF8","SNF8 subunit of ESCRT-II",-0.493195382353013,9.46337109594484,-7.49324712781114,9.65734841733921e-06,0.00375540850667339,3.89808452663587
"GI_8922841-S","GI_8922841-S","NM_018309","55773","TBC1D23","TBC1 domain family member 23",0.533229335981201,6.87171056938629,7.4700681710205,9.9500752137266e-06,0.00379623529993897,3.87007184755529
"GI_12383075-S","GI_12383075-S","NM_022831","64853","AIDA","axin interactor, dorsalization associated",0.536210706821056,7.92043957933322,7.42923112075313,1.04891894739217e-05,0.00385935766079224,3.82053518324569
"GI_7662573-S","GI_7662573-S","NM_014133",NA,NA,NA,0.438159342487916,6.20780003562322,7.42863854446795,1.04972390753955e-05,0.00385935766079224,3.81981464200588
"GI_4826733-S","GI_4826733-S","NM_004960","2521","FUS","FUS RNA binding protein",-0.422103852626291,9.39548732478724,-7.39735255907115,1.09317726182812e-05,0.00387607814255567,3.78170221046239
"GI_14249499-S","GI_14249499-S","NM_032811","84897","TBRG1","transforming growth factor beta regulator 1",0.529298792354441,6.46333468225449,7.39632540644155,1.09463615662665e-05,0.00387607814255567,3.78044859484118
"GI_16554613-S","GI_16554613-S","NM_015969","51373","MRPS17","mitochondrial ribosomal protein S17",-0.475533285445165,9.70521740754649,-7.37587797789965,1.12411644994387e-05,0.00387607814255567,3.75546193041539
"GI_28372544-S","GI_28372544-S","NM_174925",NA,NA,NA,-0.493385404832077,11.260555435235,-7.37122289482175,1.13094609767462e-05,0.00387607814255567,3.74976516724185
"GI_22202627-I","GI_22202627-I","NM_004208","9131","AIFM1","apoptosis inducing factor mitochondria associated 1",0.44644453502404,6.66406184241131,7.27522298223114,1.28216896706926e-05,0.00427841335918572,3.63159617919739
"GI_29542733-I","GI_29542733-I","NM_012097","26225","ARL5A","ADP ribosylation factor like GTPase 5A",0.537192356436102,7.07995656361457,7.27020078894287,1.29065434404989e-05,0.00427841335918572,3.62537802454664
"GI_32261292-S","GI_32261292-S","NM_016047","51639","SF3B6","splicing factor 3b subunit 6",-0.429799614471841,9.89827398539351,-7.17588585489838,1.46169418042237e-05,0.00476724484230978,3.50793062308507
"GI_23110923-S","GI_23110923-S","NM_002801","5699","PSMB10","proteasome 20S subunit beta 10",-0.45386179990226,10.9818524620515,-7.15625157062656,1.50026343384156e-05,0.00481194683583676,3.48331939211648
"GI_38569472-S","GI_38569472-S","NM_004545","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1",-0.510557277406781,12.3773718922011,-7.14493162839758,1.52299390481951e-05,0.00481194683583676,3.46910468206272
"GI_4504802-S","GI_4504802-S","NM_002227","3716","JAK1","Janus kinase 1",0.69993571283149,8.09011865920702,7.12374946128261,1.56652370889748e-05,0.0048733347565563,3.44245583895211
"GI_22035639-S","GI_22035639-S","NM_002413","4258","MGST2","microsomal glutathione S-transferase 2",-0.437367533125586,10.4199278423985,-7.09766499254113,1.62196502536992e-05,0.00489548817509475,3.40954996280596
"GI_33946277-I","GI_33946277-I","NM_138638","1073","CFL2","cofilin 2",0.46549946266458,9.24325988360818,7.09642183539285,1.62465917195295e-05,0.00489548817509475,3.40797923362289
"GI_4503608-S","GI_4503608-S","NM_001985","2109","ETFB","electron transfer flavoprotein subunit beta",-0.481800977230652,10.4627120953486,-7.08652695423785,1.64627464470819e-05,0.00489548817509475,3.39546902404257
"GI_38348321-S","GI_38348321-S","NM_198507","345757","FAM174A","family with sequence similarity 174 member A",0.445458556943519,8.46929220377372,7.06956151401887,1.68405502001754e-05,0.00493525747243111,3.37398621102212
"GI_34335150-S","GI_34335150-S","NM_001019","6210","RPS15A","ribosomal protein S15a",-0.50142851090226,9.66234521733981,-7.05665574653685,1.71341570675542e-05,0.00494956842947161,3.35761590150116
"GI_14150127-S","GI_14150127-S","NM_032340","84300","UQCC2","ubiquinol-cytochrome c reductase complex assembly factor 2",-0.489864919718741,10.4055845217252,-7.03780801220724,1.75728227380512e-05,0.0050047894167061,3.33366476644663
"GI_30157519-S","GI_30157519-S","XM_066701",NA,NA,NA,0.410919197664119,6.24161893561368,6.97732953968745,1.90634242289654e-05,0.0052991523759952,3.25645890421091
"GI_8923004-S","GI_8923004-S","NM_018396","55798","METTL2B","methyltransferase like 2B",0.476061060241524,6.92596411403241,6.97270820258956,1.91827581703019e-05,0.0052991523759952,3.25053727191678
"GI_5453639-S","GI_5453639-S","NM_006304","7979","SEM1","SEM1 26S proteasome complex subunit",-0.421255701035946,11.3989483606218,-6.96465683340429,1.93925758282797e-05,0.0052991523759952,3.24021299342729
"GI_4507128-S","GI_4507128-S","NM_003094","6635","SNRPE","small nuclear ribonucleoprotein polypeptide E",-0.472312553751177,10.2375576923955,-6.93791615039953,2.01072257960203e-05,0.00538928787243618,3.20585479800939
"GI_30578409-S","GI_30578409-S","NM_178862","201595","STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B",0.594494696497599,7.48877715172955,6.93249644180297,2.02554709611369e-05,0.00538928787243618,3.19887833296915
"GI_7705703-S","GI_7705703-S","NM_015917","373156","GSTK1","glutathione S-transferase kappa 1",-0.464404999518335,10.4448181130078,-6.90801301890183,2.09398777975132e-05,0.00549902946679889,3.16730816518534
"GI_37549971-S","GI_37549971-S","XM_291128",NA,NA,NA,0.402181716723631,8.34964122798448,6.85990694817644,2.2357686929472e-05,0.00575092195359939,3.10501900112998
"GI_4503894-S","GI_4503894-S","NM_000154","2584","GALK1","galactokinase 1",-0.536762336170428,8.1554361625554,-6.84768197799418,2.27341059145493e-05,0.00575092195359939,3.08913496466495
"GI_41327719-S","GI_41327719-S","NM_006366","10486","CAP2","cyclase associated actin cytoskeleton regulatory protein 2",0.766676068030726,10.4957394304323,6.82943387523474,2.33086358691786e-05,0.00575092195359939,3.06538361176535
"GI_18152784-S","GI_18152784-S","NM_080748","140823","ROMO1","reactive oxygen species modulator 1",-0.49330012148293,11.5771788282619,-6.82839736758888,2.33417319225928e-05,0.00575092195359939,3.06403302559122
"GI_7706243-S","GI_7706243-S","NM_015921","51596","CUTA","cutA divalent cation tolerance homolog",-0.453018277020499,10.7071429318074,-6.81404758935227,2.38051210103202e-05,0.00575092195359939,3.04531856783247
"GI_34222316-S","GI_34222316-S","NM_014969","22911","WDR47","WD repeat domain 47",0.516020758083477,7.7774313228613,6.8024328259464,2.41873864484614e-05,0.00575092195359939,3.0301485104812
"GI_37547012-S","GI_37547012-S","XM_040158",NA,NA,NA,0.416938586092701,8.0533096267219,6.78196302920472,2.48771437112533e-05,0.00575092195359939,3.00336380686638
"GI_40068050-I","GI_40068050-I","NM_199077","54805","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2",0.392495226038032,6.69988773518326,6.7773466449809,2.50355842529753e-05,0.00575092195359939,2.99731461173305
"GI_20302159-S","GI_20302159-S","NM_005999","7257","TSNAX","translin associated factor X",0.747022997066463,8.89619334149093,6.77687812469495,2.50517246482443e-05,0.00575092195359939,2.9967004960788
"GI_24430161-I","GI_24430161-I","NM_000304","5376","PMP22","peripheral myelin protein 22",0.446677094144969,6.65012421291421,6.7717541118735,2.52289727926983e-05,0.00575092195359939,2.9899820213982
"GI_27734778-S","GI_27734778-S","NM_173666","285605","DTWD2","DTW domain containing 2",0.439775930070953,6.35709447248269,6.76834526957371,2.53476320382358e-05,0.00575092195359939,2.98551025623215
"GI_38788480-S","GI_38788480-S","NM_007198","11212","PLPBP","pyridoxal phosphate binding protein",0.580958950713044,8.02697793209842,6.76155737238773,2.55856926973879e-05,0.00575092195359939,2.97660061607265
"GI_5174724-S","GI_5174724-S","NM_006073","10345","TRDN","triadin",1.11496452011809,8.06471228382704,6.74971434484639,2.6006780366014e-05,0.00575092195359939,2.9610391864042
"GI_18378734-S","GI_18378734-S","NM_014810","9857","CEP350","centrosomal protein 350",0.696261070772045,8.5204513937313,6.73630863150623,2.64923789676176e-05,0.00575092195359939,2.94339903440648
"GI_6005732-S","GI_6005732-S","NM_007166","8301","PICALM","phosphatidylinositol binding clathrin assembly protein",0.531051265706852,7.55286032379417,6.72934506006823,2.67484355698434e-05,0.00575092195359939,2.93422524157623
"GI_40018613-S","GI_40018613-S","NM_017644","54800","KLHL24","kelch like family member 24",0.50798618748981,7.11024198302092,6.7293015269665,2.67500446084026e-05,0.00575092195359939,2.93416786825244
"GI_4507130-S","GI_4507130-S","NM_003095","6636","SNRPF","small nuclear ribonucleoprotein polypeptide F",-0.463840439091909,9.85117010103753,-6.72417104038969,2.69403997380536e-05,0.00575092195359939,2.92740428148173
"GI_23397559-S","GI_23397559-S","NM_153263","256051","ZNF549","zinc finger protein 549",0.837267796603275,9.87271175907912,6.70809617724552,2.75462461852718e-05,0.00575092195359939,2.90618695090811
"GI_19743818-A","GI_19743818-A","NM_033668","3688","ITGB1","integrin subunit beta 1",0.645068080284489,9.42560881870105,6.70577937642265,2.76347569078125e-05,0.00575092195359939,2.90312578257244
"GI_40254449-S","GI_40254449-S","NM_003641","8519","IFITM1","interferon induced transmembrane protein 1",-0.623631485736579,10.1517548992247,-6.70273712955386,2.77514439431878e-05,0.00575092195359939,2.89910486152936
"GI_37594440-S","GI_37594440-S","NM_003437","7695","ZNF136","zinc finger protein 136",0.7305959488125,8.48412618484126,6.69342991566386,2.81117056436666e-05,0.00575092195359939,2.88679491227201
"GI_22165415-I","GI_22165415-I","NM_000155","2592","GALT","galactose-1-phosphate uridylyltransferase",-0.409988201097899,8.97451761003069,-6.6922959122419,2.81559405274882e-05,0.00575092195359939,2.88529415959315
"GI_8922103-S","GI_8922103-S","NM_018459",NA,NA,NA,0.413415045793394,6.70930529166276,6.67701610155102,2.87592729421735e-05,0.00577452904556703,2.86505378365761
"GI_26667179-A","GI_26667179-A","NM_001221","817","CAMK2D","calcium/calmodulin dependent protein kinase II delta",0.596423562583076,7.53163749256469,6.67493121352878,2.88426602839756e-05,0.00577452904556703,2.86228930990103
"GI_21389338-S","GI_21389338-S","NM_144573","91624","NEXN","nexilin F-actin binding protein",0.444401324601003,11.8185027272323,6.65391309762128,2.96978675712094e-05,0.00588745666821006,2.83438351775101
"GI_44771172-S","GI_44771172-S","NM_015234","221395","ADGRF5","adhesion G protein-coupled receptor F5",0.505983193028151,7.11686009026197,6.63486670923033,3.04962486954589e-05,0.00593072198802093,2.8090379290904
"GI_31742479-I","GI_31742479-I","NM_003404","7529","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta",0.407308565842717,6.55757229387867,6.63471499320179,3.05026995081439e-05,0.00593072198802093,2.80883581580055
"GI_30410800-S","GI_30410800-S","NM_020482","9457","FHL5","four and a half LIM domains 5",0.455862446912176,6.9872349795762,6.57830690394534,3.30051111933034e-05,0.00628098538351538,2.7334482404063
"GI_14141194-S","GI_14141194-S","NM_006923","6388","SDF2","stromal cell derived factor 2",-0.453597244777528,8.51808181905817,-6.57727818118974,3.30527333848099e-05,0.00628098538351538,2.73206890243336
"GI_4758939-S","GI_4758939-S","NM_004894","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL",-0.371507895156814,9.44219821279687,-6.57333370568409,3.32360138487783e-05,0.00628098538351538,2.72677855741258
"GI_4585642-S","GI_4585642-S","NM_003417","9422","ZNF264","zinc finger protein 264",0.437338852664953,6.83345436886415,6.55789204549091,3.39640121255401e-05,0.00633400043487067,2.7060453879207
"GI_13376847-S","GI_13376847-S","NM_025238","53339","BTBD1","BTB domain containing 1",0.457161460772953,11.2743861726583,6.54785678341905,3.44462336252088e-05,0.00633400043487067,2.6925518174833
"GI_16950596-A","GI_16950596-A","NM_053035","51650","MRPS33","mitochondrial ribosomal protein S33",-0.418601487519538,10.7688364319098,-6.54164810484476,3.47482310407242e-05,0.00633400043487067,2.68419585315327
"GI_5032314-A","GI_5032314-A","NM_004010","1756","DMD","dystrophin",0.474567267735507,6.31576104868249,6.5412130257004,3.47694994446686e-05,0.00633400043487067,2.68361008074654
"GI_18765728-I","GI_18765728-I","NM_003825","8773","SNAP23","synaptosome associated protein 23",0.487654811242354,7.10471807064187,6.51943502326349,3.5852044067356e-05,0.00641718813132239,2.65425222152257
"GI_33359696-A","GI_33359696-A","NM_182682","7326","UBE2G1","ubiquitin conjugating enzyme E2 G1",0.679020983010745,7.5382100390655,6.51926074939233,3.58608505434662e-05,0.00641718813132239,2.65401699975787
"GI_7705420-S","GI_7705420-S","NM_016371","51478","HSD17B7","hydroxysteroid 17-beta dehydrogenase 7",0.599824630130525,10.6435764627415,6.50232172810475,3.67279306088468e-05,0.00649050510986009,2.6311318620314
"GI_21361821-S","GI_21361821-S","NM_015965","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13",-0.370440897817302,12.269778176513,-6.49877070652934,3.69125210243761e-05,0.00649050510986009,2.62632876808192
"GI_7710155-S","GI_7710155-S","NM_004184","7453","WARS1","tryptophanyl-tRNA synthetase 1",-0.400566818939501,10.1230046011968,-6.47392864438631,3.8231869885615e-05,0.00661117299660106,2.59267361884303
"GI_40805830-S","GI_40805830-S","NM_004060","900","CCNG1","cyclin G1",0.758372443420608,8.59743481694338,6.47354435566924,3.82526700263253e-05,0.00661117299660106,2.59215225678671
"GI_28610155-I","GI_28610155-I","NM_175864","9139","CBFA2T2","CBFA2/RUNX1 partner transcriptional co-repressor 2",-0.475231694562351,6.56199466315906,-6.44645263527732,3.97498989864975e-05,0.00680026094619557,2.55534011180302
"GI_5031570-S","GI_5031570-S","NM_005722","10097","ACTR2","actin related protein 2",0.498930822904537,7.91157325540623,6.44169290942442,4.00193389346359e-05,0.00680026094619557,2.54886099845103
"GI_10092618-S","GI_10092618-S","NM_020529","4792","NFKBIA","NFKB inhibitor alpha",-0.426122489073553,10.3810810373815,-6.43244832179102,4.0548239216863e-05,0.0068225097898681,2.53626700165572
"GI_42475556-S","GI_42475556-S","NM_005770","10169","SERF2","small EDRK-rich factor 2",-0.557339680409784,11.6916433187122,-6.42766079632874,4.0825067235747e-05,0.0068225097898681,2.52973975436802
"GI_4826773-S","GI_4826773-S","NM_005101","9636","ISG15","ISG15 ubiquitin like modifier",-0.798935145890649,8.64639883276216,-6.38845628284255,4.316924304718e-05,0.00708020106671965,2.47615644258075
"GI_40255134-S","GI_40255134-S","NM_152758","253943","YTHDF3","YTH N6-methyladenosine RNA binding protein 3",0.546095670599105,7.57220778389391,6.38764867592546,4.32190154204476e-05,0.00708020106671965,2.4750501516169
"GI_31652223-A","GI_31652223-A","NM_181513","219927","MRPL21","mitochondrial ribosomal protein L21",-0.421620360909227,11.5928734176033,-6.38093786129236,4.36349727936105e-05,0.00708020106671965,2.46585353962299
"GI_8923856-S","GI_8923856-S","NM_018447","55831","EMC3","ER membrane protein complex subunit 3",-0.398142393755988,10.9007931443792,-6.37539207673552,4.39819380620629e-05,0.00708020106671965,2.45824827521327
"GI_34222308-S","GI_34222308-S","NM_014408","27095","TRAPPC3","trafficking protein particle complex 3",-0.406236871664203,8.25051618177799,-6.37323374339748,4.41177654125254e-05,0.00708020106671965,2.45528714474149
"GI_28077090-S","GI_28077090-S","NM_030751","6935","ZEB1","zinc finger E-box binding homeobox 1",0.636875388041679,7.33861891624095,6.35796554281499,4.50914781193042e-05,0.00708654218554014,2.4343194184399
"GI_5453965-S","GI_5453965-S","NM_006252","5563","PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2",0.881816974146838,7.34458581203397,6.35430254100008,4.53284720199951e-05,0.00708654218554014,2.42928370007689
"GI_4504132-S","GI_4504132-S","NM_000176","2908","NR3C1","nuclear receptor subfamily 3 group C member 1",0.483943291574613,7.75042180188986,6.35220268433391,4.54649297073859e-05,0.00708654218554014,2.4263959860327
"GI_28329418-I","GI_28329418-I","NM_175635","862","RUNX1T1","RUNX1 partner transcriptional co-repressor 1",0.380405112824858,6.38030791608019,6.35075753167949,4.55590961930774e-05,0.00708654218554014,2.4244082234443
"GI_40255262-S","GI_40255262-S","NM_181836","51014","TMED7","transmembrane p24 trafficking protein 7",0.551618395568973,7.53918863189736,6.34342747804623,4.60399354501365e-05,0.00709337294358119,2.41432100517112
"GI_5031644-S","GI_5031644-S","NM_005694","10063","COX17","cytochrome c oxidase copper chaperone COX17",-0.479362822211085,11.8725018133526,-6.33942764814122,4.63045956457503e-05,0.00709337294358119,2.40881316505429
"GI_33519465-S","GI_33519465-S","NM_004546","4708","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2",-0.533470448700392,12.3628349796597,-6.33373725498679,4.66839141644043e-05,0.00709770998735654,2.40097313606496
"GI_37547210-S","GI_37547210-S","XM_351475",NA,NA,NA,0.400892178796326,6.77592263909288,6.32263075882261,4.7433837972945e-05,0.00715790774366358,2.38565659538642
"GI_39753964-S","GI_39753964-S","NM_033055","64645","MFSD14A","major facilitator superfamily domain containing 14A",0.415037270747832,7.87862734972772,6.25891885269717,5.19912374884708e-05,0.00770759652724897,2.29742575217953
"GI_9994198-S","GI_9994198-S","NM_018844","55973","BCAP29","B cell receptor associated protein 29",0.508884615310661,7.50530661685744,6.25464872461932,5.23129236580485e-05,0.00770759652724897,2.29148985180888
"GI_22053417-S","GI_22053417-S","XM_050644",NA,NA,NA,0.443601441564616,6.55465845252047,6.25350869572164,5.23991647319285e-05,0.00770759652724897,2.28990462129853
